,id,speaker,text,topic,token,polarity,subjectivity,certainty
914,170,DONALD TRUMP,But I got involved,afghanistan,"['get', 'involve']",0.0,0.0,1.0
915,170,DONALD TRUMP,And Abdul is the head of the Taliban,afghanistan,"['about', 'be', 'the', 'head', 'the', 'italian']",0.0,0.0,1.0
916,170,DONALD TRUMP,He is still the head of the Taliban,afghanistan,"['be', 'still', 'the', 'head', 'the', 'italian']",0.0,0.0,1.0
917,170,DONALD TRUMP,"And I told Abdul don't do it anymore, you do it anymore you're going to have problems",afghanistan,"['tell', 'about', 'do', 'not', 'do', 'anymore', 'do', 'anymore', 'be', 'go', 'have', 'problem']",0.0,0.0,1.0
918,170,DONALD TRUMP,"And he said why do you send me a picture of my house? I said you're going to have to figure that out, Abdul",afghanistan,"['say', 'do', 'send', 'a', 'picture', 'house', 'say', 'be', 'go', 'have', 'figure', 'out', 'about']",0.0,0.0,0.25
919,170,DONALD TRUMP,And for 18 months we had nobody killed,afghanistan,"['18', 'month', 'have', 'nobody', 'kill']",0.0,0.0,1.0
920,170,DONALD TRUMP,We did have an agreement negotiated by Mike Pompeo,afghanistan,"['do', 'have', 'an', 'agreement', 'negotiate', 'mike', 'pope']",0.0,0.0,1.0
921,170,DONALD TRUMP,It was a very good agreement,afghanistan,"['be', 'a', 'very', 'good', 'agreement']",0.9099999999999999,0.7800000000000001,1.0
922,170,DONALD TRUMP,"The reason it was good, it was -- we were getting out",afghanistan,"['the', 'reason', 'be', 'good', 'be', 'be', 'get', 'out']",0.7,0.6000000000000001,1.0
923,170,DONALD TRUMP,"We would have been out faster than them, but we wouldn't have lost the soldiers",afghanistan,"['would', 'have', 'be', 'out', 'faster', 'would', 'not', 'have', 'lose', 'the', 'soldier']",0.0,0.0,-0.5
924,170,DONALD TRUMP,We wouldn't have left many Americans behind,afghanistan,"['would', 'not', 'have', 'left', 'many', 'american']",0.16666666666666666,0.16666666666666666,-0.3
925,170,DONALD TRUMP,And we wouldn't have left -- we wouldn't have left $85 billion worth of brand new beautiful military equipment behind,afghanistan,"['would', 'not', 'have', 'left', 'would', 'not', 'have', 'left', '85', 'billion', 'worth', 'brand', 'new', 'beautiful', 'military', 'equipment']",0.19772727272727272,0.2757575757575758,-0.25
926,170,DONALD TRUMP,"And just to finish, they blew it",afghanistan,"['just', 'finish', 'blow']",0.0,0.0,1.0
927,170,DONALD TRUMP,"The agreement said you have to do this, this, this, this, this, and they didn't do it",afghanistan,"['the', 'agreement', 'say', 'have', 'do', 'this', 'this', 'this', 'this', 'this', 'do', 'not', 'do']",0.0,0.0,0.25
928,170,DONALD TRUMP,They didn't do it,afghanistan,"['do', 'not', 'do']",0.0,0.0,1.0
929,170,DONALD TRUMP,"The agreement was, was terminated by us because they didn't do what they were supposed to do.",afghanistan,"['the', 'agreement', 'be', 'be', 'terminate', 'do', 'not', 'do', 'what', 'be', 'suppose', 'do']",0.0,0.0,1.0
930,172,DONALD TRUMP,"And by the way, that's why Russia attacked Ukraine",race,"['the', 'way', 'that', 'be', 'attack']",0.0,0.0,1.0
931,172,DONALD TRUMP,Because they saw how incompetent she and her boss are.,race,"['see', 'incompetent', 'boss', 'be']",-0.35,0.3666666666666667,0.75
932,174,DONALD TRUMP,And I don't care,race,"['do', 'not', 'care']",0.0,0.0,1.0
933,174,DONALD TRUMP,I don't care what she is,race,"['do', 'not', 'care', 'what', 'be']",0.0,0.0,1.0
934,174,DONALD TRUMP,I don't care,race,"['do', 'not', 'care']",0.0,0.0,1.0
935,174,DONALD TRUMP,You make a big deal out of something,race,"['make', 'a', 'big', 'deal', 'something']",0.0,0.1,1.0
936,174,DONALD TRUMP,I couldn't care less,race,"['can', 'not', 'care', 'less']",-0.16666666666666666,0.06666666666666667,0.0
937,174,DONALD TRUMP,Whatever she wants to be is okay with me.,race,"['whatever', 'want', 'be', 'be', 'okay']",0.5,0.5,1.0
938,176,DONALD TRUMP,I don't know,race,"['do', 'not', 'know']",0.0,0.0,-0.375
939,176,DONALD TRUMP,"All I can say is I read where she was not Black, that she put out",race,"['all', 'can', 'say', 'be', 'read', 'be', 'not', 'black', 'put', 'out']",0.08333333333333333,0.43333333333333335,0.08333333333333333
940,176,DONALD TRUMP,"And, I'll say that",race,"['will', 'say', 'that']",0.0,0.0,0.5833333333333334
941,176,DONALD TRUMP,And then I read that she was black,race,"['then', 'read', 'be', 'black']",-0.16666666666666666,0.43333333333333335,1.0
942,176,DONALD TRUMP,And that's okay,race,"['that', 'be', 'okay']",0.5,0.5,1.0
943,176,DONALD TRUMP,Either one was okay with me,race,"['either', 'one', 'be', 'okay']",0.5,0.5,0.0
944,176,DONALD TRUMP,That's up to her,race,"['that', 'be', 'up']",0.0,0.0,1.0
945,176,DONALD TRUMP,That's up to her.,race,"['that', 'be', 'up']",0.0,0.0,1.0
946,178,KAMALA HARRIS,"You know, I do believe that the vast majority of us know that we have so much more in common than what separates us",race,"['know', 'do', 'believe', 'the', 'vast', 'majority', 'know', 'have', 'so', 'much', 'more', 'common', 'what', 'separate']",0.06666666666666667,0.6666666666666666,0.5833333333333334
947,178,KAMALA HARRIS,"And we don't want this kind of approach that is just constantly trying to divide us, and especially by race",race,"['do', 'not', 'want', 'this', 'kind', 'approach', 'that', 'be', 'just', 'constantly', 'try', 'divide', 'especially', 'race']",0.19999999999999998,0.7444444444444445,0.125
948,178,KAMALA HARRIS,And let's remember how Donald Trump started,race,"['let', 'is', 'remember', 'donald', 'tramp', 'start']",0.0,0.0,1.0
949,178,KAMALA HARRIS,"He was a, a, aΓÇöland, he owned land, he owned buildings, and he was investigated because he refused to rent property to Black families",race,"['be', 'a', 'a', 'own', 'land', 'own', 'building', 'be', 'investigate', 'refuse', 'rent', 'property', 'black', 'family']",0.3444444444444444,0.8111111111111112,1.0
950,178,KAMALA HARRIS,"Let's remember, this is the same individual who took out a full-page ad in The New York Times calling for the execution of five young Black and Latino boys who were innocent, the Central Park Five",race,"['let', 'is', 'remember', 'this', 'be', 'the', 'same', 'individual', 'who', 'take', 'a', 'full-page', 'ad', 'the', 'times', 'call', 'the', 'execution', 'five', 'young', 'black', 'latin', 'boy', 'who', 'be', 'innocent', 'the', 'central', 'park', 'five']",0.07222222222222223,0.38472222222222224,0.75
951,178,KAMALA HARRIS,Took out a full-page ad calling for their execution,race,"['take', 'a', 'full-page', 'ad', 'call', 'execution']",0.0,0.0,1.0
952,178,KAMALA HARRIS,This is the same individual who spread birther lies about the first Black President of the United States,race,"['this', 'be', 'the', 'same', 'individual', 'who', 'spread', 'either', 'lie', 'the', 'first', 'black', 'president', 'the']",0.020833333333333336,0.3229166666666667,0.0
953,178,KAMALA HARRIS,And I think the American people want better than that,race,"['think', 'the', 'american', 'person', 'want', 'better', 'that']",0.25,0.25,0.125
954,178,KAMALA HARRIS,Want better than this,race,"['want', 'better', 'this']",0.5,0.5,-0.25
955,178,KAMALA HARRIS,"Want someone who understands as I do, I travel our country, we see in each other a friend",race,"['want', 'someone', 'who', 'understand', 'do', 'travel', 'country', 'see', 'each', 'other', 'a', 'friend']",-0.125,0.375,0.25
956,178,KAMALA HARRIS,We see in each other a neighbor,race,"['see', 'each', 'other', 'a', 'neighbor']",-0.125,0.375,0.75
957,178,KAMALA HARRIS,We don't want a leader who is constantly trying to have Americans point their fingers at each other,race,"['do', 'not', 'want', 'a', 'leader', 'who', 'be', 'constantly', 'try', 'have', 'american', 'point', 'finger', 'each', 'other']",-0.041666666666666664,0.23611111111111108,0.125
958,178,KAMALA HARRIS,"I meet with people all the time who tell me ''Can we please just have discourse about how we're going to invest in the aspirations and the ambitions and the dreams of the American people?'' Knowing that regardless of people's color or the language their grandmother speaks we all have the same dreams and aspirations and want a president who invests in those, not in hate and division.",race,"['meet', 'person', 'all', 'the', 'time', 'who', 'tell', 'can', 'please', 'just', 'have', 'discourse', 'be', 'go', 'invest', 'the', 'aspiration', 'the', 'ambition', 'the', 'dream', 'the', 'american', 'person', 'know', 'regardless', 'person', 'is', 'color', 'the', 'language', 'grandmother', 'speak', 'all', 'have', 'the', 'same', 'dream', 'aspiration', 'want', 'a', 'president', 'who', 'invest', 'those', 'not', 'hate', 'division']",0.13333333333333333,0.3416666666666666,0.125
959,181,DONALD TRUMP,There's never been anything like it,race,"['there', 'be', 'never', 'be', 'anything']",0.0,0.0,1.0
960,181,DONALD TRUMP,They're destroying our country,race,"['be', 'destroy', 'country']",-0.2,0.0,1.0
961,181,DONALD TRUMP,"And they come up with things like what she just said going back many, many years when a lot of people including Mayor Bloomberg agreed with me on the Central Park Five",race,"['come', 'up', 'thing', 'what', 'just', 'say', 'go', 'back', 'many', 'many', 'year', 'a', 'lot', 'person', 'include', 'mayor', 'bloomberg', 'agree', 'the', 'central', 'park', 'five']",0.25,0.3125,0.45
962,181,DONALD TRUMP,"They admitted -- they said, they pled guilty",race,"['admit', 'say', 'plead', 'guilty']",-0.5,1.0,0.25
963,181,DONALD TRUMP,"And I said, well, if they pled guilty they badly hurt a person, killed a person ultimately",race,"['say', 'well', 'plead', 'guilty', 'badly', 'hurt', 'a', 'person', 'kill', 'a', 'person', 'ultimately']",-0.3999999999999999,0.8888888888888888,0.25
964,181,DONALD TRUMP,And if they pled guilty -- then they pled we're not guilty,race,"['plead', 'guilty', 'then', 'plead', 'be', 'not', 'guilty']",-0.125,1.0,1.0
965,181,DONALD TRUMP,"But this is a person that has to stretch back years, 40, 50 years ago because there's nothing now",race,"['this', 'be', 'a', 'person', 'that', 'have', 'stretch', 'back', 'year', '40', '50', 'year', 'ago', 'there', 'be', 'nothing', 'now']",0.0,0.0,0.75
966,181,DONALD TRUMP,I built one of the greatest economies in the history of the world and I'm going to build it again,race,"['build', 'one', 'the', 'greatest', 'economy', 'the', 'history', 'the', 'world', 'be', 'go', 'build', 'again']",1.0,1.0,0.75
967,181,DONALD TRUMP,"It's going to be bigger, better and stronger",race,"['be', 'go', 'be', 'bigger', 'better', 'stronger']",0.25,0.5,1.0
968,181,DONALD TRUMP,But they're destroying our economy,race,"['be', 'destroy', 'economy']",-0.2,0.0,1.0
969,181,DONALD TRUMP,They have no idea what a good economy is,race,"['have', 'no', 'idea', 'what', 'a', 'good', 'economy', 'be']",0.7,0.6000000000000001,1.0
970,181,DONALD TRUMP,Their oil policies -- every single policy -- and remember this,race,"['oil', 'policy', 'every', 'single', 'policy', 'remember', 'this']",-0.07142857142857142,0.21428571428571427,1.0
971,181,DONALD TRUMP,She is Biden,race,"['be', 'widen']",0.0,0.0,1.0
972,181,DONALD TRUMP,She's trying to get away from Biden,race,"['be', 'try', 'get', 'away', 'widen']",0.0,0.0,1.0
973,181,DONALD TRUMP,"I don't know the gentleman, she says",race,"['do', 'not', 'know', 'the', 'gentleman', 'say']",0.0,0.0,-0.0625
974,181,DONALD TRUMP,She is Biden,race,"['be', 'widen']",0.0,0.0,1.0
975,181,DONALD TRUMP,The worst inflation we've ever had,race,"['the', 'worst', 'inflation', 'have', 'ever', 'have']",-1.0,1.0,1.0
976,181,DONALD TRUMP,A horrible economy because inflation has made it so bad and she can't get away with that.,race,"['a', 'horrible', 'economy', 'inflation', 'have', 'make', 'so', 'bad', 'ca', 'not', 'get', 'away', 'that']",-0.8499999999999999,0.8333333333333333,0.0
977,183,KAMALA HARRIS,I want to just respond briefly,race,"['want', 'just', 'respond', 'briefly']",0.0,0.3333333333333333,-0.25
978,183,KAMALA HARRIS,"Clearly, I am not Joe Biden, and I am certainly not Donald Trump",race,"['clearly', 'be', 'not', 'joe', 'widen', 'be', 'certainly', 'not', 'donald', 'tramp']",-0.07857142857142857,0.47738095238095235,0.75
979,183,KAMALA HARRIS,And what I do offer is a new generation of leadership for our country,race,"['what', 'do', 'offer', 'be', 'a', 'new', 'generation', 'leadership', 'country']",0.13636363636363635,0.45454545454545453,1.0
980,183,KAMALA HARRIS,"One who believes in what is possible, one who brings a sense of optimism about what we can do instead of always disparaging the American people",race,"['one', 'who', 'believe', 'what', 'be', 'possible', 'one', 'who', 'bring', 'a', 'sense', 'optimism', 'what', 'can', 'do', 'instead', 'always', 'disparage', 'the', 'american', 'person']",0.0,0.5,0.375
981,183,KAMALA HARRIS,"I believe in what we can do to strengthen our small businesses, which is why I have a plan",race,"['believe', 'what', 'can', 'do', 'strengthen', 'small', 'business', 'which', 'be', 'have', 'a', 'plan']",-0.25,0.4,0.16666666666666666
982,183,KAMALA HARRIS,Let's talk about our plans,race,"['let', 'is', 'talk', 'plan']",0.0,0.0,1.0
983,183,KAMALA HARRIS,"And, and let's compare the plans",race,"['let', 'is', 'compare', 'the', 'plan']",0.0,0.0,1.0
984,183,KAMALA HARRIS,"I have a plan to give startup businesses $50,000 tax deduction, to pursue their ambitions, their innovation, their ideas, their hard work",race,"['have', 'a', 'plan', 'give', 'started', 'business', '50,000', 'tax', 'deduction', 'pursue', 'ambition', 'innovation', 'idea', 'hard', 'work']",-0.2916666666666667,0.5416666666666666,0.75
985,183,KAMALA HARRIS,I have a plan,race,"['have', 'a', 'plan']",0.0,0.0,1.0
986,183,KAMALA HARRIS,"$6,000 for young families for the first year of your child's life",race,"['6,000', 'young', 'family', 'the', 'first', 'year', 'child', 'is', 'life']",0.175,0.3666666666666667,0.75
987,183,KAMALA HARRIS,To help you in that most critical stage of your child's development,race,"['help', 'that', 'most', 'critical', 'stage', 'child', 'is', 'development']",0.25,0.65,1.0
988,183,KAMALA HARRIS,"I have a plan that is about allowing people to be able to pursue what has been fleeting in terms of the American dream by offering help with down payment of $25,000, down payment assistance for first-time home buyers",race,"['have', 'a', 'plan', 'that', 'be', 'allow', 'person', 'be', 'able', 'pursue', 'what', 'have', 'be', 'fleeting', 'term', 'the', 'american', 'dream', 'offering', 'help', 'down', 'payment', '25,000', 'payment', 'assistance', 'first-time', 'home', 'buyer']",0.11481481481481481,0.30462962962962964,0.75
989,183,KAMALA HARRIS,"That's the kind of conversation I believe, David, that people really want tonight as opposed to a conversation that is constantly about belittling and name-calling",race,"['that', 'be', 'the', 'kind', 'conversation', 'believe', 'david', 'person', 'really', 'want', 'tonight', 'opposed', 'a', 'conversation', 'that', 'be', 'constantly', 'little', 'name-calling']",0.2041666666666667,0.5333333333333333,0.3333333333333333
990,183,KAMALA HARRIS,Let's turn the page and move forward.,race,"['let', 'is', 'turn', 'the', 'page', 'move', 'forward']",0.0,0.0,1.0
991,186,DONALD TRUMP,She has a plan to defund the police,race,"['have', 'a', 'plan', 'refund', 'the', 'porous']",0.0,0.0,1.0
992,186,DONALD TRUMP,She has a plan to confiscate everybody's gun,race,"['have', 'a', 'plan', 'confiscate', 'everybody', 'is', 'gun']",0.0,0.0,1.0
993,186,DONALD TRUMP,She has a plan to not allow fracking in Pennsylvania or anywhere else,race,"['have', 'a', 'plan', 'not', 'allow', 'cracking', 'pennsylvania', 'anywhere', 'else']",0.0,0.0,1.0
994,186,DONALD TRUMP,That's what her plan is until just recently.,race,"['that', 'be', 'what', 'plan', 'be', 'just', 'recently']",0.0,0.25,1.0
995,188,KAMALA HARRIS,I just need to respond one time to what he has said multiple times.,healthcare,"['just', 'need', 'respond', 'one', 'time', 'what', 'have', 'say', 'multiple', 'time']",0.0,0.0,0.75
996,190,DONALD TRUMP,Always was,healthcare,"['always', 'be']",0.0,0.0,1.0
997,190,DONALD TRUMP,It's not very good today,healthcare,"['be', 'not', 'very', 'good', 'today']",-0.26923076923076916,0.46153846153846156,1.0
998,190,DONALD TRUMP,"And what I said, that if we come up with something, we are working on things, we're going to do it and we're going to replace it",healthcare,"['what', 'say', 'come', 'up', 'something', 'be', 'work', 'thing', 'be', 'go', 'do', 'be', 'go', 'replace']",0.0,0.0,0.25
999,190,DONALD TRUMP,But remember this,healthcare,"['remember', 'this']",0.0,0.0,1.0
1000,190,DONALD TRUMP,I inherited Obamacare because Democrats wouldn't change it,healthcare,"['inherit', 'obamacare', 'democrats', 'would', 'not', 'change']",0.0,0.0,-0.5
1001,190,DONALD TRUMP,They wouldn't vote for it,healthcare,"['would', 'not', 'vote']",0.0,0.0,-0.5
1002,190,DONALD TRUMP,They were unanimous,healthcare,"['be', 'unanimous']",0.0,0.0,1.0
1003,190,DONALD TRUMP,They wouldn't vote to change it,healthcare,"['would', 'not', 'vote', 'change']",0.0,0.0,-0.5
1004,190,DONALD TRUMP,"If they would have done that, we would have had a much better plan than Obamacare",healthcare,"['would', 'have', 'do', 'that', 'would', 'have', 'have', 'a', 'much', 'better', 'plan', 'obamacare']",0.5,0.5,-0.5
1005,190,DONALD TRUMP,"But the Democrats came up, they wouldn't vote for it",healthcare,"['the', 'democrats', 'come', 'up', 'would', 'not', 'vote']",0.0,0.0,-0.5
1006,190,DONALD TRUMP,"I had a choice to make when I was president, do I save it and make it as good as it can be? Never going to be great",healthcare,"['have', 'a', 'choice', 'make', 'be', 'president', 'do', 'save', 'make', 'good', 'can', 'be', 'go', 'be', 'great']",0.75,0.675,0.0
1007,190,DONALD TRUMP,"Or do I let it rot? And I felt I had an obligation, even though politically it would have been good to just let it rot and let it go away",healthcare,"['do', 'let', 'rot', 'feel', 'have', 'an', 'obligation', 'even', 'politically', 'would', 'have', 'be', 'good', 'just', 'let', 'rot', 'let', 'go', 'away']",0.35,0.35000000000000003,-0.5
1008,190,DONALD TRUMP,"I decided -- and I told my people, the top people, and they're very good people -- I have a lot of good people in this -- that administration",healthcare,"['decide', 'tell', 'person', 'the', 'top', 'person', 'be', 'very', 'good', 'person', 'have', 'a', 'lot', 'good', 'person', 'this', 'administration']",0.7033333333333333,0.6266666666666668,1.0
1009,190,DONALD TRUMP,We read about the bad ones,healthcare,"['read', 'the', 'bad', 'one']",-0.6999999999999998,0.6666666666666666,0.75
1010,190,DONALD TRUMP,We had some real bad ones too,healthcare,"['have', 'some', 'real', 'bad', 'one', 'too']",-1.0,1.0,0.5833333333333334
1011,190,DONALD TRUMP,And so do they,healthcare,['so'],0.0,0.0,1.0
1012,190,DONALD TRUMP,They have really bad ones,healthcare,"['have', 'really', 'bad', 'one']",-0.6999999999999998,0.6666666666666666,0.75
1013,190,DONALD TRUMP,The difference is they don't get rid of them,healthcare,"['the', 'difference', 'be', 'do', 'not', 'get', 'rid']",0.0,0.0,1.0
1014,190,DONALD TRUMP,But let me just explain,healthcare,"['let', 'just', 'explain']",0.0,0.0,1.0
1015,190,DONALD TRUMP,I had a choice to make do I save it and make it as good as it can be or let it rot? And I saved it,healthcare,"['have', 'a', 'choice', 'make', 'do', 'save', 'make', 'good', 'can', 'be', 'let', 'rot', 'save']",0.7,0.6000000000000001,0.0
1016,190,DONALD TRUMP,I did the right thing,healthcare,"['do', 'the', 'right', 'thing']",0.2857142857142857,0.5357142857142857,1.0
1017,190,DONALD TRUMP,But it's still never going to be great,healthcare,"['be', 'still', 'never', 'go', 'be', 'great']",0.8,0.75,1.0
1018,190,DONALD TRUMP,And it's too expensive for people,healthcare,"['be', 'too', 'expensive', 'person']",-0.5,0.7,1.0
1019,190,DONALD TRUMP,And what we will do is we're looking at different plans,healthcare,"['what', 'will', 'do', 'be', 'be', 'look', 'different', 'plan']",0.0,0.6,0.75
1020,190,DONALD TRUMP,"If we can come up with a plan that's going to cost our people, our population less money and be better health care than Obamacare, then I would absolutely do it",healthcare,"['can', 'come', 'up', 'a', 'plan', 'is', 'go', 'cost', 'person', 'population', 'less', 'money', 'be', 'better', 'health', 'care', 'obamacare', 'then', 'would', 'absolutely', 'do']",0.1777777777777778,0.48888888888888893,0.0
1021,190,DONALD TRUMP,But until then I'd run it as good as it can be run.,healthcare,"['then', 'will', 'run', 'good', 'can', 'be', 'run']",0.7,0.6000000000000001,0.375
1022,192,DONALD TRUMP,I'm not president right now,healthcare,"['be', 'not', 'president', 'right', 'now']",0.2857142857142857,0.5357142857142857,1.0
1023,192,DONALD TRUMP,But if we come up with something I would only change it if we come up with something better and less expensive,healthcare,"['come', 'up', 'something', 'would', 'only', 'change', 'come', 'up', 'something', 'better', 'less', 'expensive']",-0.04166666666666666,0.5666666666666667,-0.5
1024,192,DONALD TRUMP,And there are concepts and options we have to do that,healthcare,"['there', 'be', 'concept', 'option', 'have', 'do', 'that']",0.0,0.0,1.0
1025,192,DONALD TRUMP,And you'll be hearing about it in the not-too-distant future.,healthcare,"['will', 'be', 'hear', 'the', 'not-too-distant', 'future']",0.0,0.125,0.75
1026,194,KAMALA HARRIS,But what we need to do is maintain and grow the Affordable Care Act,healthcare,"['what', 'need', 'do', 'be', 'maintain', 'grow', 'the', 'unfordable', 'care', 'act']",0.0,0.0,1.0
1027,194,KAMALA HARRIS,"But I, I'll get to that, linsey",healthcare,"['will', 'get', 'linsey']",0.0,0.0,0.75
1028,194,KAMALA HARRIS,I just need to respond to a previous point that the former president has made,healthcare,"['just', 'need', 'respond', 'a', 'previous', 'point', 'that', 'the', 'former', 'president', 'have', 'make']",-0.08333333333333333,0.08333333333333333,1.0
1029,194,KAMALA HARRIS,I've made very clear my position on fracking,healthcare,"['have', 'make', 'very', 'clear', 'position', 'fray']",0.13000000000000003,0.4983333333333333,1.0
1030,194,KAMALA HARRIS,And then this business about taking everyone's guns away,healthcare,"['then', 'this', 'business', 'take', 'everyone', 'is', 'gun', 'away']",0.0,0.0,1.0
1031,194,KAMALA HARRIS,Tim Walz and I are both gun owners,healthcare,"['tim', 'wall', 'be', 'both', 'gun', 'owner']",0.0,0.0,1.0
1032,194,KAMALA HARRIS,We're not taking anybody's guns away,healthcare,"['be', 'not', 'take', 'anybody', 'is', 'gun', 'away']",0.0,0.0,1.0
1033,194,KAMALA HARRIS,So stop with the continuous lying about this stuff,healthcare,"['so', 'stop', 'the', 'continuous', 'lie', 'this', 'stuff']",0.0,0.0,-1.0
1034,194,KAMALA HARRIS,"As it relates to the Affordable Care Act, understand, just look at the history to know where people stand",healthcare,"['relate', 'the', 'unfordable', 'care', 'act', 'understand', 'just', 'look', 'the', 'history', 'know', 'person', 'stand']",0.0,0.0,0.75
1035,194,KAMALA HARRIS,"When Donald Trump was president, 60 times he tried to get rid of the Affordable Care Act",healthcare,"['donald', 'tramp', 'be', 'president', '60', 'time', 'try', 'get', 'rid', 'the', 'unfordable', 'care', 'act']",0.0,0.0,1.0
1036,194,KAMALA HARRIS,60 times,healthcare,"['60', 'time']",0.0,0.0,0.75
1037,194,KAMALA HARRIS,I was a senator at the time,healthcare,"['be', 'a', 'senator', 'the', 'time']",0.0,0.0,1.0
1038,194,KAMALA HARRIS,"When, I will never forget the early morning hours when it was up for a vote in the United States Senate and the late great John McCain, who you have disparaged as being ΓÇô uh, you don't like him, you said at the time because he got caught, he was an American hero",healthcare,"['will', 'never', 'forget', 'the', 'early', 'morning', 'hour', 'be', 'a', 'vote', 'the', 'senate', 'the', 'late', 'great', 'who', 'have', 'disparage', 'be', 'γçô', 'up', 'do', 'not', 'like', 'say', 'the', 'time', 'get', 'catch', 'be', 'an', 'american', 'hero']",0.15000000000000002,0.4125,0.4642857142857143
1039,194,KAMALA HARRIS,"The late great John McCain, I will never forget that night",healthcare,"['the', 'late', 'great', 'will', 'never', 'forget', 'that', 'night']",0.25,0.675,0.55
1040,194,KAMALA HARRIS,"Walked onto the Senate floor and said no, you don't",healthcare,"['walk', 'the', 'senate', 'floor', 'say', 'no', 'do', 'not']",0.0,0.0,0.25
1041,194,KAMALA HARRIS,"No, you don't",healthcare,"['no', 'do', 'not']",0.0,0.0,1.0
1042,194,KAMALA HARRIS,"No, you don't get rid of the Affordable Care Act",healthcare,"['no', 'do', 'not', 'get', 'rid', 'the', 'unfordable', 'care', 'act']",0.0,0.0,1.0
1043,194,KAMALA HARRIS,You have no plan,healthcare,"['have', 'no', 'plan']",0.0,0.0,1.0
1044,194,KAMALA HARRIS,And what the Affordable Care Act has done is eliminate the ability of insurance companies to deny people with pre-existing conditions,healthcare,"['what', 'the', 'unfordable', 'care', 'act', 'have', 'do', 'be', 'eliminate', 'the', 'ability', 'insurance', 'company', 'deny', 'person', 'pre-existing', 'condition']",0.0,0.0,1.0
1045,194,KAMALA HARRIS,"I don't have to tell the people watching tonight, you remember what that was like? Remember when an insurance company could deny if a child had asthma, if someone was a breast cancer survivor, if a grandparent had diabetes? And thankfully, as I've been vice president and we over the last four years have strengthened the Affordable Care Act, we have allowed for the first time Medicare to negotiate drug prices on behalf of you the American people",healthcare,"['do', 'not', 'have', 'tell', 'the', 'person', 'watch', 'tonight', 'remember', 'what', 'that', 'be', 'like', 'an', 'insurance', 'company', 'can', 'deny', 'a', 'child', 'have', 'asthma', 'someone', 'be', 'a', 'breast', 'cancer', 'survivor', 'a', 'transparent', 'have', 'diabetes', 'thankful', 'have', 'be', 'vice', 'president', 'the', 'last', 'four', 'year', 'have', 'strengthen', 'the', 'unfordable', 'care', 'act', 'have', 'allow', 'the', 'first', 'time', 'medicine', 'negotiate', 'drug', 'price', 'behalf', 'the', 'american', 'person']",0.08333333333333333,0.13333333333333333,0.15
1046,194,KAMALA HARRIS,"Donald Trump said he was going to allow Medicare to negotiate dr, drug prices",healthcare,"['donald', 'tramp', 'say', 'be', 'go', 'allow', 'medicine', 'negotiate', 'dr', 'drug', 'price']",0.0,0.0,1.0
1047,194,KAMALA HARRIS,He never did,healthcare,"['never', 'do']",0.0,0.0,1.0
1048,194,KAMALA HARRIS,We did,healthcare,['do'],0.0,0.0,1.0
1049,194,KAMALA HARRIS,And now we have capped the cost of insulin at $35 a month,healthcare,"['now', 'have', 'cap', 'the', 'cost', 'insult', '35', 'a', 'month']",0.0,0.0,0.75
1050,194,KAMALA HARRIS,"Since I've been vice president we have capped the cost of prescription medication for seniors at $2,000 a year",healthcare,"['have', 'be', 'vice', 'president', 'have', 'cap', 'the', 'cost', 'prescription', 'meditation', 'senior', '2,000', 'a', 'year']",0.0,0.0,0.75
1051,194,KAMALA HARRIS,And when I am president we will do that for all people understanding that the value I bring to this is that access to health care should be a right and not just a privilege of those who can afford it,healthcare,"['be', 'president', 'will', 'do', 'that', 'all', 'person', 'understand', 'the', 'value', 'bring', 'this', 'be', 'access', 'health', 'care', 'should', 'be', 'a', 'right', 'not', 'just', 'a', 'privilege', 'those', 'who', 'can', 'afford']",0.2857142857142857,0.5357142857142857,0.3333333333333333
1052,194,KAMALA HARRIS,"And the plan has to be to strengthen the Affordable Care Act, not get rid of it, (in audible) in terms of where Donald Trump stands on that.",healthcare,"['the', 'plan', 'have', 'be', 'strengthen', 'the', 'unfordable', 'care', 'act', 'not', 'get', 'rid', 'audible', 'term', 'donald', 'tramp', 'stand', 'that']",0.0,0.0,1.0
1053,196,DONALD TRUMP,"Number one, John McCain fought Obamacare for ten years",healthcare,"['number', 'one', 'fought', 'obamacare', 'ten', 'year']",0.0,0.0,0.75
1054,196,DONALD TRUMP,But it wasn't only him,healthcare,"['be', 'not', 'only']",0.0,1.0,1.0
1055,196,DONALD TRUMP,"It was, All of the Democrats that kept it going",healthcare,"['be', 'all', 'the', 'democrats', 'that', 'keep', 'go']",0.0,0.0,1.0
1056,196,DONALD TRUMP,And you know what? We could do much better than Obamacare,healthcare,"['know', 'what', 'can', 'do', 'much', 'better', 'obamacare']",0.5,0.5,0.25
1057,196,DONALD TRUMP,Much less money,healthcare,"['much', 'less', 'money']",-0.16666666666666666,0.06666666666666667,1.0
1058,196,DONALD TRUMP,But she won't improve private insurance for people,healthcare,"['wo', 'not', 'improve', 'private', 'insurance', 'person']",0.0,0.375,0.75
1059,196,DONALD TRUMP,"Private, medical insurance",healthcare,"['private', 'medical', 'insurance']",0.0,0.1875,1.0
1060,196,DONALD TRUMP,That's another thing she doesn't want,healthcare,"['that', 'be', 'another', 'thing', 'do', 'not', 'want']",0.0,0.0,0.125
